Uoplyst,Særlovgivning i øvrigt,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Uoplyst,Særlovgivning i øvrigt,,2004.844262295082,1958.4180327868853,1844.0956284153006,1836.9398907103825,2007.1762295081967,2241.7868852459014,2153.2021857923496,2071.301912568306,2036.1502732240438,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
"Straffelovens bestemmelser vedr. seksualforbrydelser gennemgik væsentlige ændringer med virkning fra 1. juli 2013. Ændringerne betød bl.a., at der nu er flere kategorier af seksualforbrydelser end tidligere, der henføres under bestemmelserne om voldtægt (§216). Se mere herom i statistikdokumentationen, i afsnittet Sammenlignelighed: http://www.dst.dk/statistikdokumentation/652cf9f8-3ae3-4b8e-a05a-67c67b0923cd ",Særlovgivning i øvrigt,,2004.844262295082,1958.4180327868853,1844.0956284153006,1836.9398907103825,2007.1762295081967,2241.7868852459014,2153.2021857923496,2071.301912568306,2036.1502732240438,"Skyldige personer efter socioøkonomisk status, overtrædelsens art og tid",,,,,,,,,,,,,
Mænd,Alder i alt,I alt,121223.0,118869.0,112555.0,112883.0,123128.0,135465.0,128597.0,124120.0,122128.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",102045.0,90764.0,116275.0,131829.0,122699.0,104041.0,102727.0,107650.0,111611.0,120253.0,126624.0,124122.0,126005.0
Mænd,Alder i alt,Danmark,98497.0,96158.0,89097.0,87452.0,94962.0,103423.0,96676.0,93685.0,90445.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",90567.0,79637.0,101409.0,115064.0,105323.0,89286.0,87474.0,90594.0,93185.0,100784.0,104882.0,102700.0,103381.0
Mænd,Alder i alt,Belgien,18.0,19.0,14.0,20.0,18.0,30.0,20.0,34.0,36.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",16.0,11.0,13.0,15.0,10.0,10.0,20.0,10.0,15.0,14.0,17.0,24.0,18.0
Mænd,Alder i alt,Bosnien-Hercegovina,624.0,589.0,554.0,615.0,644.0,767.0,733.0,634.0,638.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",476.0,420.0,582.0,593.0,657.0,501.0,548.0,557.0,594.0,642.0,708.0,672.0,617.0
Mænd,Alder i alt,Bulgarien,232.0,259.0,280.0,281.0,325.0,464.0,470.0,496.0,510.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",10.0,3.0,11.0,15.0,56.0,12.0,28.0,51.0,81.0,109.0,164.0,180.0,235.0
Mænd,Alder i alt,Estland,17.0,20.0,13.0,16.0,24.0,19.0,19.0,13.0,27.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",5.0,7.0,4.0,9.0,7.0,5.0,9.0,11.0,13.0,14.0,20.0,21.0,14.0
Mænd,Alder i alt,Finland,41.0,36.0,27.0,37.0,32.0,36.0,38.0,40.0,25.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",51.0,46.0,36.0,51.0,42.0,39.0,31.0,38.0,44.0,35.0,40.0,44.0,32.0
Mænd,Alder i alt,Frankrig,91.0,80.0,76.0,87.0,105.0,109.0,107.0,106.0,100.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",72.0,53.0,71.0,86.0,89.0,65.0,92.0,77.0,73.0,78.0,84.0,64.0,87.0
Mænd,Alder i alt,Grækenland,40.0,46.0,34.0,46.0,66.0,55.0,80.0,79.0,78.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",44.0,27.0,30.0,40.0,46.0,20.0,22.0,31.0,29.0,27.0,40.0,34.0,41.0
Mænd,Alder i alt,Irland,33.0,27.0,25.0,30.0,31.0,42.0,37.0,40.0,54.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",21.0,23.0,26.0,34.0,35.0,33.0,23.0,25.0,26.0,27.0,28.0,23.0,26.0
Mænd,Alder i alt,Island,188.0,169.0,172.0,176.0,184.0,198.0,203.0,196.0,189.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",120.0,102.0,152.0,215.0,0.0,144.0,156.0,163.0,169.0,186.0,190.0,166.0,188.0
Mænd,Alder i alt,Italien,169.0,164.0,153.0,179.0,195.0,239.0,256.0,283.0,251.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",103.0,92.0,109.0,128.0,156.0,114.0,101.0,118.0,112.0,136.0,126.0,125.0,169.0
Mænd,Alder i alt,Jugoslavien,848.0,800.0,739.0,743.0,806.0,893.0,867.0,751.0,761.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",853.0,781.0,940.0,998.0,947.0,846.0,849.0,876.0,919.0,976.0,1045.0,906.0,959.0
Mænd,Alder i alt,"Jugoslavien, Forbundsrepublikken",73.0,74.0,80.0,68.0,65.0,69.0,82.0,69.0,76.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",54.0,53.0,67.0,87.0,89.0,75.0,65.0,75.0,72.0,81.0,92.0,76.0,73.0
Mænd,Alder i alt,Kroatien,34.0,44.0,42.0,63.0,66.0,79.0,89.0,100.0,123.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",27.0,24.0,21.0,35.0,37.0,28.0,21.0,24.0,27.0,34.0,21.0,32.0,36.0
Mænd,Alder i alt,Letland,109.0,131.0,103.0,106.0,159.0,157.0,170.0,183.0,210.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",13.0,24.0,22.0,30.0,33.0,20.0,29.0,42.0,73.0,86.0,106.0,122.0,131.0
Mænd,Alder i alt,Litauen,273.0,292.0,350.0,443.0,503.0,576.0,605.0,579.0,602.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",24.0,25.0,26.0,54.0,61.0,70.0,79.0,107.0,146.0,207.0,266.0,251.0,263.0
Mænd,Alder i alt,Nederlandene,168.0,170.0,159.0,143.0,153.0,191.0,231.0,193.0,178.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",85.0,89.0,128.0,147.0,156.0,97.0,111.0,135.0,139.0,134.0,165.0,147.0,153.0
Mænd,Alder i alt,Nordmakedonien,224.0,198.0,217.0,200.0,251.0,302.0,329.0,319.0,311.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",81.0,72.0,140.0,125.0,128.0,149.0,135.0,139.0,147.0,153.0,181.0,178.0,195.0
Mænd,Alder i alt,Norge,200.0,182.0,177.0,147.0,166.0,182.0,174.0,189.0,182.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",216.0,169.0,217.0,251.0,248.0,199.0,183.0,166.0,176.0,199.0,177.0,194.0,175.0
Mænd,Alder i alt,Polen,1043.0,1037.0,1080.0,1225.0,1289.0,1522.0,1518.0,1494.0,1577.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",251.0,230.0,307.0,337.0,370.0,376.0,463.0,579.0,663.0,787.0,874.0,851.0,970.0
Mænd,Alder i alt,Portugal,30.0,30.0,46.0,43.0,52.0,57.0,67.0,78.0,77.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",14.0,19.0,14.0,20.0,12.0,21.0,20.0,24.0,21.0,16.0,23.0,26.0,34.0
Mænd,Alder i alt,Rumænien,725.0,783.0,844.0,1025.0,1236.0,1450.0,1566.0,1772.0,2079.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",55.0,46.0,50.0,62.0,268.0,65.0,74.0,136.0,210.0,306.0,421.0,460.0,613.0
Mænd,Alder i alt,Rusland,123.0,115.0,105.0,124.0,138.0,157.0,168.0,134.0,161.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",23.0,29.0,50.0,69.0,71.0,61.0,61.0,68.0,92.0,101.0,115.0,124.0,97.0
Mænd,Alder i alt,Schweiz,17.0,17.0,21.0,11.0,14.0,11.0,26.0,17.0,17.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",18.0,15.0,19.0,24.0,12.0,18.0,13.0,20.0,23.0,29.0,21.0,20.0,14.0
Mænd,Alder i alt,Serbien og Montenegro,36.0,41.0,43.0,45.0,38.0,57.0,48.0,38.0,32.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",0.0,0.0,19.0,30.0,37.0,37.0,48.0,37.0,44.0,41.0,58.0,50.0,48.0
Mænd,Alder i alt,Sovjetunionen,22.0,25.0,24.0,19.0,25.0,23.0,28.0,25.0,19.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",27.0,30.0,33.0,43.0,35.0,28.0,29.0,27.0,28.0,30.0,27.0,28.0,36.0
Mænd,Alder i alt,Spanien,56.0,75.0,62.0,72.0,81.0,119.0,123.0,121.0,135.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",36.0,31.0,41.0,45.0,55.0,34.0,38.0,42.0,31.0,45.0,60.0,74.0,57.0
Mænd,Alder i alt,Storbritannien,262.0,282.0,260.0,243.0,302.0,334.0,356.0,325.0,326.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",233.0,210.0,258.0,352.0,329.0,262.0,246.0,268.0,267.0,288.0,274.0,277.0,285.0
Mænd,Alder i alt,Sverige,185.0,186.0,176.0,179.0,195.0,240.0,221.0,225.0,231.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",181.0,179.0,194.0,265.0,246.0,172.0,145.0,180.0,189.0,194.0,208.0,222.0,195.0
Mænd,Alder i alt,Tjekkoslovakiet,25.0,11.0,12.0,17.0,16.0,17.0,12.0,13.0,11.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",18.0,15.0,18.0,22.0,16.0,17.0,16.0,19.0,18.0,22.0,16.0,28.0,15.0
Mænd,Alder i alt,Tyrkiet,3708.0,3476.0,3499.0,3693.0,3931.0,4596.0,4288.0,3890.0,3810.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",2099.0,2050.0,2907.0,3155.0,3281.0,2803.0,2840.0,3194.0,3484.0,3475.0,3940.0,3709.0,3919.0
Mænd,Alder i alt,Tyskland,405.0,381.0,396.0,402.0,441.0,470.0,492.0,450.0,487.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",363.0,297.0,407.0,449.0,408.0,355.0,361.0,362.0,413.0,420.0,434.0,407.0,403.0
Mænd,Alder i alt,Ukraine,205.0,177.0,218.0,204.0,258.0,307.0,312.0,318.0,598.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",22.0,26.0,59.0,69.0,89.0,126.0,153.0,211.0,184.0,161.0,164.0,162.0,205.0
Mænd,Alder i alt,Ungarn,82.0,88.0,95.0,97.0,86.0,104.0,97.0,110.0,108.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",39.0,24.0,39.0,30.0,38.0,32.0,31.0,39.0,48.0,47.0,64.0,59.0,68.0
Mænd,Alder i alt,Østrig,28.0,24.0,23.0,19.0,25.0,24.0,16.0,28.0,22.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",19.0,16.0,24.0,28.0,24.0,21.0,19.0,20.0,30.0,16.0,22.0,18.0,30.0
Mænd,Alder i alt,Algeriet,74.0,69.0,70.0,62.0,81.0,98.0,93.0,78.0,97.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",54.0,55.0,66.0,63.0,75.0,64.0,43.0,55.0,53.0,65.0,61.0,67.0,82.0
Mænd,Alder i alt,Egypten,118.0,118.0,110.0,116.0,136.0,133.0,134.0,145.0,134.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",72.0,67.0,79.0,108.0,103.0,100.0,90.0,111.0,113.0,101.0,104.0,124.0,130.0
Mænd,Alder i alt,Etiopien,62.0,57.0,82.0,83.0,82.0,90.0,94.0,89.0,89.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",28.0,37.0,33.0,46.0,54.0,38.0,36.0,40.0,51.0,45.0,60.0,54.0,62.0
Mænd,Alder i alt,Ghana,64.0,70.0,82.0,72.0,100.0,89.0,104.0,128.0,122.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",43.0,43.0,47.0,67.0,50.0,60.0,51.0,53.0,54.0,64.0,63.0,84.0,75.0
Mænd,Alder i alt,Kenya,41.0,28.0,34.0,34.0,25.0,37.0,35.0,47.0,34.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",10.0,24.0,23.0,27.0,24.0,13.0,25.0,27.0,39.0,33.0,36.0,32.0,40.0
Mænd,Alder i alt,Marokko,609.0,560.0,582.0,601.0,619.0,775.0,737.0,670.0,720.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",337.0,350.0,424.0,467.0,498.0,424.0,452.0,488.0,505.0,535.0,572.0,548.0,597.0
Mænd,Alder i alt,Nigeria,61.0,48.0,56.0,57.0,60.0,57.0,53.0,60.0,83.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",33.0,20.0,17.0,38.0,48.0,25.0,39.0,34.0,37.0,26.0,45.0,47.0,58.0
Mænd,Alder i alt,Somalia,1057.0,1033.0,1141.0,1295.0,1406.0,1473.0,1467.0,1445.0,1557.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",427.0,517.0,661.0,637.0,653.0,650.0,748.0,788.0,811.0,820.0,973.0,1002.0,1074.0
Mænd,Alder i alt,Sydafrika,19.0,17.0,18.0,24.0,17.0,25.0,26.0,35.0,25.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",15.0,17.0,20.0,28.0,23.0,9.0,19.0,16.0,18.0,23.0,15.0,21.0,15.0
Mænd,Alder i alt,Tanzania,24.0,25.0,21.0,24.0,32.0,29.0,25.0,29.0,30.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",17.0,21.0,19.0,32.0,24.0,21.0,20.0,19.0,19.0,23.0,27.0,18.0,24.0
Mænd,Alder i alt,Tunesien,97.0,87.0,102.0,103.0,117.0,115.0,116.0,117.0,130.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",80.0,65.0,85.0,87.0,71.0,86.0,65.0,69.0,83.0,94.0,95.0,93.0,101.0
Mænd,Alder i alt,Uganda,67.0,54.0,67.0,66.0,70.0,77.0,69.0,68.0,79.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",22.0,36.0,48.0,51.0,52.0,49.0,49.0,58.0,47.0,56.0,69.0,68.0,56.0
Mænd,Alder i alt,Canada,22.0,20.0,21.0,18.0,26.0,23.0,35.0,27.0,34.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",24.0,19.0,27.0,38.0,22.0,25.0,17.0,22.0,28.0,21.0,24.0,26.0,29.0
Mænd,Alder i alt,USA,103.0,103.0,119.0,112.0,110.0,107.0,137.0,141.0,143.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",81.0,61.0,79.0,114.0,119.0,82.0,81.0,90.0,83.0,95.0,106.0,99.0,96.0
Mænd,Alder i alt,Argentina,23.0,22.0,18.0,25.0,34.0,71.0,106.0,86.0,92.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",16.0,8.0,17.0,18.0,21.0,17.0,15.0,10.0,17.0,15.0,9.0,14.0,19.0
Mænd,Alder i alt,Brasilien,35.0,37.0,49.0,44.0,57.0,64.0,53.0,53.0,75.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",12.0,10.0,19.0,31.0,27.0,30.0,23.0,35.0,36.0,35.0,40.0,39.0,43.0
Mænd,Alder i alt,Chile,40.0,34.0,43.0,64.0,53.0,56.0,55.0,55.0,68.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",36.0,42.0,41.0,55.0,50.0,40.0,30.0,43.0,50.0,47.0,51.0,43.0,41.0
Mænd,Alder i alt,Afghanistan,716.0,751.0,778.0,828.0,917.0,977.0,913.0,908.0,924.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",94.0,146.0,262.0,339.0,398.0,379.0,401.0,512.0,500.0,609.0,623.0,690.0,694.0
Mænd,Alder i alt,Filippinerne,65.0,55.0,50.0,62.0,60.0,62.0,65.0,80.0,84.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",37.0,48.0,50.0,50.0,66.0,38.0,50.0,61.0,44.0,58.0,48.0,49.0,60.0
Mænd,Alder i alt,Indien,157.0,147.0,138.0,173.0,200.0,217.0,250.0,239.0,225.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",89.0,76.0,118.0,134.0,139.0,114.0,115.0,137.0,150.0,138.0,130.0,138.0,152.0
Mænd,Alder i alt,Indonesien,10.0,5.0,10.0,9.0,7.0,11.0,12.0,16.0,14.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",4.0,2.0,6.0,8.0,8.0,9.0,6.0,4.0,5.0,8.0,8.0,5.0,9.0
Mænd,Alder i alt,Irak,1572.0,1643.0,1639.0,1753.0,1923.0,2228.0,2199.0,1996.0,2022.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",506.0,647.0,966.0,1174.0,1276.0,1101.0,1126.0,1338.0,1399.0,1427.0,1608.0,1606.0,1569.0
Mænd,Alder i alt,Iran,877.0,868.0,805.0,909.0,961.0,1081.0,1069.0,985.0,989.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",713.0,630.0,758.0,843.0,790.0,680.0,681.0,702.0,805.0,767.0,886.0,844.0,893.0
Mænd,Alder i alt,Israel,63.0,67.0,62.0,59.0,65.0,80.0,73.0,55.0,71.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",54.0,44.0,69.0,71.0,66.0,61.0,59.0,61.0,67.0,65.0,65.0,63.0,61.0
Mænd,Alder i alt,Japan,5.0,7.0,4.0,2.0,10.0,7.0,9.0,8.0,5.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",9.0,5.0,7.0,8.0,11.0,3.0,10.0,4.0,7.0,7.0,8.0,6.0,5.0
Mænd,Alder i alt,Jordan,173.0,152.0,180.0,171.0,182.0,218.0,219.0,191.0,203.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",90.0,107.0,139.0,154.0,149.0,136.0,105.0,142.0,140.0,169.0,173.0,177.0,181.0
Mænd,Alder i alt,Kina,118.0,115.0,127.0,117.0,147.0,146.0,143.0,140.0,154.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",52.0,42.0,82.0,120.0,110.0,91.0,69.0,137.0,113.0,118.0,144.0,143.0,127.0
Mænd,Alder i alt,Kuwait,138.0,161.0,170.0,210.0,231.0,242.0,234.0,232.0,223.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",46.0,78.0,87.0,105.0,113.0,107.0,97.0,147.0,134.0,132.0,157.0,142.0,144.0
Mænd,Alder i alt,Libanon,2196.0,2166.0,2130.0,2329.0,2499.0,2782.0,2790.0,2623.0,2669.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",842.0,845.0,1111.0,1238.0,1359.0,1190.0,1286.0,1414.0,1590.0,1731.0,2021.0,2074.0,2172.0
Mænd,Alder i alt,Myanmar,31.0,49.0,47.0,50.0,50.0,50.0,51.0,48.0,57.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",1.0,1.0,4.0,5.0,6.0,3.0,13.0,11.0,14.0,24.0,31.0,41.0,41.0
Mænd,Alder i alt,Pakistan,1357.0,1273.0,1325.0,1318.0,1523.0,1639.0,1574.0,1459.0,1486.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",903.0,777.0,1089.0,1191.0,1152.0,958.0,990.0,1014.0,1175.0,1204.0,1360.0,1269.0,1431.0
Mænd,Alder i alt,Sri Lanka,329.0,369.0,350.0,339.0,335.0,403.0,375.0,346.0,353.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",209.0,215.0,262.0,285.0,314.0,267.0,263.0,297.0,319.0,346.0,340.0,343.0,311.0
Mænd,Alder i alt,Syrien,574.0,923.0,1331.0,1754.0,2028.0,2389.0,2394.0,2225.0,2203.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",79.0,73.0,127.0,121.0,141.0,132.0,135.0,163.0,177.0,202.0,279.0,307.0,378.0
Mænd,Alder i alt,Thailand,73.0,76.0,82.0,70.0,107.0,112.0,127.0,114.0,106.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",34.0,35.0,57.0,62.0,61.0,52.0,70.0,67.0,66.0,81.0,87.0,85.0,94.0
Mænd,Alder i alt,Vietnam,265.0,276.0,273.0,300.0,270.0,318.0,302.0,271.0,294.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",242.0,244.0,305.0,337.0,293.0,259.0,258.0,280.0,291.0,284.0,304.0,304.0,295.0
Mænd,Alder i alt,Australien,20.0,24.0,20.0,20.0,26.0,30.0,16.0,29.0,32.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",16.0,12.0,24.0,13.0,21.0,14.0,19.0,17.0,13.0,20.0,16.0,15.0,16.0
Mænd,Alder i alt,Øvrige lande i alt,1137.0,1154.0,1203.0,1340.0,1680.0,1835.0,1919.0,1855.0,2016.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",482.0,470.0,604.0,687.0,901.0,573.0,638.0,719.0,773.0,865.0,913.0,968.0,1048.0
Mænd,Alder i alt,"Øvrige lande, vestlige",82.0,86.0,95.0,88.0,102.0,118.0,114.0,121.0,125.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",22.0,10.0,27.0,21.0,30.0,24.0,51.0,41.0,45.0,55.0,43.0,61.0,57.0
Mænd,Alder i alt,"Øvrige lande, ikke-vestlige",1055.0,1068.0,1108.0,1252.0,1578.0,1717.0,1805.0,1734.0,1891.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",460.0,460.0,577.0,666.0,700.0,549.0,587.0,677.0,728.0,810.0,870.0,907.0,991.0
Mænd,15-29 år,I alt,41644.0,41122.0,40887.0,42816.0,45807.0,46565.0,43417.0,42343.0,41590.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",39120.0,35719.0,43351.0,45994.0,44213.0,38295.0,37989.0,40129.0,39230.0,43021.0,47349.0,46159.0,45614.0
Mænd,15-29 år,Danmark,31673.0,30971.0,30559.0,31494.0,33702.0,33537.0,30959.0,30824.0,29986.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",34009.0,30352.0,36421.0,38590.0,36429.0,31539.0,30846.0,32173.0,30675.0,34081.0,37077.0,36167.0,35303.0
Mænd,15-29 år,Belgien,4.0,4.0,2.0,4.0,4.0,7.0,4.0,9.0,16.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",3.0,5.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,4.0
Mænd,15-29 år,Bosnien-Hercegovina,265.0,256.0,231.0,245.0,269.0,280.0,249.0,236.0,225.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",225.0,206.0,315.0,308.0,348.0,262.0,288.0,281.0,280.0,323.0,333.0,292.0,292.0
Mænd,15-29 år,Bulgarien,118.0,119.0,117.0,123.0,104.0,163.0,161.0,160.0,150.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",3.0,1.0,6.0,3.0,20.0,5.0,12.0,26.0,49.0,53.0,94.0,101.0,130.0
Mænd,15-29 år,Estland,9.0,10.0,5.0,12.0,10.0,4.0,3.0,5.0,11.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",4.0,4.0,1.0,6.0,5.0,2.0,6.0,8.0,11.0,13.0,15.0,18.0,10.0
Mænd,15-29 år,Finland,5.0,7.0,4.0,10.0,5.0,8.0,10.0,9.0,2.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",14.0,12.0,10.0,9.0,11.0,9.0,8.0,10.0,6.0,4.0,6.0,8.0,2.0
Mænd,15-29 år,Frankrig,18.0,18.0,14.0,17.0,25.0,17.0,24.0,21.0,39.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",19.0,12.0,13.0,23.0,26.0,16.0,19.0,15.0,12.0,14.0,17.0,17.0,21.0
Mænd,15-29 år,Grækenland,7.0,10.0,8.0,8.0,13.0,9.0,14.0,22.0,22.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",4.0,2.0,7.0,6.0,6.0,2.0,1.0,3.0,3.0,5.0,3.0,9.0,5.0
Mænd,15-29 år,Irland,3.0,7.0,5.0,6.0,8.0,9.0,2.0,3.0,12.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",8.0,4.0,6.0,7.0,12.0,4.0,2.0,1.0,5.0,3.0,4.0,4.0,3.0
Mænd,15-29 år,Island,52.0,55.0,53.0,56.0,57.0,48.0,60.0,58.0,43.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",45.0,35.0,60.0,77.0,0.0,53.0,48.0,61.0,58.0,71.0,77.0,70.0,67.0
Mænd,15-29 år,Italien,30.0,19.0,25.0,31.0,37.0,63.0,53.0,67.0,60.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",17.0,24.0,23.0,23.0,30.0,21.0,10.0,14.0,7.0,21.0,14.0,21.0,29.0
Mænd,15-29 år,Jugoslavien,307.0,291.0,274.0,257.0,283.0,272.0,238.0,206.0,192.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",409.0,369.0,422.0,407.0,397.0,366.0,403.0,377.0,384.0,387.0,445.0,357.0,371.0
Mænd,15-29 år,"Jugoslavien, Forbundsrepublikken",41.0,49.0,45.0,44.0,34.0,38.0,42.0,28.0,32.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",35.0,30.0,34.0,38.0,41.0,39.0,28.0,40.0,41.0,43.0,48.0,36.0,41.0
Mænd,15-29 år,Kroatien,12.0,14.0,17.0,19.0,20.0,23.0,35.0,49.0,50.0,"Skyldige personer i alderen 15-79 år efter køn, alder og oprindelsesland.xlsx",13.0,12.0,9.0,15.0,16.0,10.0,8.0,13.0,8.0,15.0,8.0,9.0,9.0
